col,d_types
LO_INC_COMP_4YR_TRANS_YR6_RT,float64
LO_INC_COMP_2YR_TRANS_YR6_RT,float64
LO_INC_WDRAW_ORIG_YR6_RT,float64
LO_INC_WDRAW_4YR_TRANS_YR6_RT,float64
LO_INC_WDRAW_2YR_TRANS_YR6_RT,float64
LO_INC_ENRL_ORIG_YR6_RT,float64
LO_INC_ENRL_4YR_TRANS_YR6_RT,float64
LO_INC_ENRL_2YR_TRANS_YR6_RT,float64
LO_INC_UNKN_ORIG_YR6_RT,float64
LO_INC_UNKN_4YR_TRANS_YR6_RT,float64
LO_INC_UNKN_2YR_TRANS_YR6_RT,float64
MD_INC_DEATH_YR6_RT,float64
MD_INC_COMP_ORIG_YR6_RT,float64
MD_INC_COMP_4YR_TRANS_YR6_RT,float64
MD_INC_COMP_2YR_TRANS_YR6_RT,float64
MD_INC_WDRAW_ORIG_YR6_RT,float64
MD_INC_WDRAW_4YR_TRANS_YR6_RT,float64
MD_INC_WDRAW_2YR_TRANS_YR6_RT,float64
MD_INC_ENRL_ORIG_YR6_RT,float64
MD_INC_ENRL_4YR_TRANS_YR6_RT,float64
MD_INC_ENRL_2YR_TRANS_YR6_RT,float64
MD_INC_UNKN_ORIG_YR6_RT,float64
MD_INC_UNKN_4YR_TRANS_YR6_RT,float64
MD_INC_UNKN_2YR_TRANS_YR6_RT,float64
HI_INC_DEATH_YR6_RT,float64
HI_INC_COMP_ORIG_YR6_RT,float64
HI_INC_COMP_4YR_TRANS_YR6_RT,float64
HI_INC_COMP_2YR_TRANS_YR6_RT,float64
HI_INC_WDRAW_ORIG_YR6_RT,float64
HI_INC_WDRAW_4YR_TRANS_YR6_RT,float64
HI_INC_WDRAW_2YR_TRANS_YR6_RT,float64
HI_INC_ENRL_ORIG_YR6_RT,float64
HI_INC_ENRL_4YR_TRANS_YR6_RT,float64
HI_INC_ENRL_2YR_TRANS_YR6_RT,float64
HI_INC_UNKN_ORIG_YR6_RT,float64
HI_INC_UNKN_4YR_TRANS_YR6_RT,float64
HI_INC_UNKN_2YR_TRANS_YR6_RT,float64
DEP_DEATH_YR6_RT,float64
DEP_COMP_ORIG_YR6_RT,float64
DEP_COMP_4YR_TRANS_YR6_RT,float64
DEP_COMP_2YR_TRANS_YR6_RT,float64
DEP_WDRAW_ORIG_YR6_RT,float64
DEP_WDRAW_4YR_TRANS_YR6_RT,float64
DEP_WDRAW_2YR_TRANS_YR6_RT,float64
DEP_ENRL_ORIG_YR6_RT,float64
DEP_ENRL_4YR_TRANS_YR6_RT,float64
DEP_ENRL_2YR_TRANS_YR6_RT,float64
DEP_UNKN_ORIG_YR6_RT,float64
DEP_UNKN_4YR_TRANS_YR6_RT,float64
DEP_UNKN_2YR_TRANS_YR6_RT,float64
IND_DEATH_YR6_RT,float64
IND_COMP_ORIG_YR6_RT,float64
IND_COMP_4YR_TRANS_YR6_RT,float64
IND_COMP_2YR_TRANS_YR6_RT,float64
IND_WDRAW_ORIG_YR6_RT,float64
IND_WDRAW_4YR_TRANS_YR6_RT,float64
IND_WDRAW_2YR_TRANS_YR6_RT,float64
IND_ENRL_ORIG_YR6_RT,float64
IND_ENRL_4YR_TRANS_YR6_RT,float64
IND_ENRL_2YR_TRANS_YR6_RT,float64
IND_UNKN_ORIG_YR6_RT,float64
IND_UNKN_4YR_TRANS_YR6_RT,float64
IND_UNKN_2YR_TRANS_YR6_RT,float64
FEMALE_DEATH_YR6_RT,float64
FEMALE_COMP_ORIG_YR6_RT,float64
FEMALE_COMP_4YR_TRANS_YR6_RT,float64
FEMALE_COMP_2YR_TRANS_YR6_RT,float64
FEMALE_WDRAW_ORIG_YR6_RT,float64
FEMALE_WDRAW_4YR_TRANS_YR6_RT,float64
FEMALE_WDRAW_2YR_TRANS_YR6_RT,float64
FEMALE_ENRL_ORIG_YR6_RT,float64
FEMALE_ENRL_4YR_TRANS_YR6_RT,float64
FEMALE_ENRL_2YR_TRANS_YR6_RT,float64
FEMALE_UNKN_ORIG_YR6_RT,float64
FEMALE_UNKN_4YR_TRANS_YR6_RT,float64
FEMALE_UNKN_2YR_TRANS_YR6_RT,float64
MALE_DEATH_YR6_RT,float64
MALE_COMP_ORIG_YR6_RT,float64
MALE_COMP_4YR_TRANS_YR6_RT,float64
MALE_COMP_2YR_TRANS_YR6_RT,float64
MALE_WDRAW_ORIG_YR6_RT,float64
MALE_WDRAW_4YR_TRANS_YR6_RT,float64
MALE_WDRAW_2YR_TRANS_YR6_RT,float64
MALE_ENRL_ORIG_YR6_RT,float64
MALE_ENRL_4YR_TRANS_YR6_RT,float64
MALE_ENRL_2YR_TRANS_YR6_RT,float64
MALE_UNKN_ORIG_YR6_RT,float64
MALE_UNKN_4YR_TRANS_YR6_RT,float64
MALE_UNKN_2YR_TRANS_YR6_RT,float64
PELL_DEATH_YR6_RT,float64
PELL_COMP_ORIG_YR6_RT,float64
PELL_COMP_4YR_TRANS_YR6_RT,float64
PELL_COMP_2YR_TRANS_YR6_RT,float64
PELL_WDRAW_ORIG_YR6_RT,float64
PELL_WDRAW_4YR_TRANS_YR6_RT,float64
PELL_WDRAW_2YR_TRANS_YR6_RT,float64
PELL_ENRL_ORIG_YR6_RT,float64
PELL_ENRL_4YR_TRANS_YR6_RT,float64
PELL_ENRL_2YR_TRANS_YR6_RT,float64
PELL_UNKN_ORIG_YR6_RT,float64
PELL_UNKN_4YR_TRANS_YR6_RT,float64
PELL_UNKN_2YR_TRANS_YR6_RT,float64
NOPELL_DEATH_YR6_RT,float64
NOPELL_COMP_ORIG_YR6_RT,float64
NOPELL_COMP_4YR_TRANS_YR6_RT,float64
NOPELL_COMP_2YR_TRANS_YR6_RT,float64
NOPELL_WDRAW_ORIG_YR6_RT,float64
NOPELL_WDRAW_4YR_TRANS_YR6_RT,float64
NOPELL_WDRAW_2YR_TRANS_YR6_RT,float64
NOPELL_ENRL_ORIG_YR6_RT,float64
NOPELL_ENRL_4YR_TRANS_YR6_RT,float64
NOPELL_ENRL_2YR_TRANS_YR6_RT,float64
NOPELL_UNKN_ORIG_YR6_RT,float64
NOPELL_UNKN_4YR_TRANS_YR6_RT,float64
NOPELL_UNKN_2YR_TRANS_YR6_RT,float64
LOAN_DEATH_YR6_RT,float64
LOAN_COMP_ORIG_YR6_RT,float64
LOAN_COMP_4YR_TRANS_YR6_RT,float64
LOAN_COMP_2YR_TRANS_YR6_RT,float64
LOAN_WDRAW_ORIG_YR6_RT,float64
LOAN_WDRAW_4YR_TRANS_YR6_RT,float64
LOAN_WDRAW_2YR_TRANS_YR6_RT,float64
LOAN_ENRL_ORIG_YR6_RT,float64
LOAN_ENRL_4YR_TRANS_YR6_RT,float64
LOAN_ENRL_2YR_TRANS_YR6_RT,float64
LOAN_UNKN_ORIG_YR6_RT,float64
LOAN_UNKN_4YR_TRANS_YR6_RT,float64
LOAN_UNKN_2YR_TRANS_YR6_RT,float64
NOLOAN_DEATH_YR6_RT,float64
NOLOAN_COMP_ORIG_YR6_RT,float64
NOLOAN_COMP_4YR_TRANS_YR6_RT,float64
NOLOAN_COMP_2YR_TRANS_YR6_RT,float64
NOLOAN_WDRAW_ORIG_YR6_RT,float64
NOLOAN_WDRAW_4YR_TRANS_YR6_RT,float64
NOLOAN_WDRAW_2YR_TRANS_YR6_RT,float64
NOLOAN_ENRL_ORIG_YR6_RT,float64
NOLOAN_ENRL_4YR_TRANS_YR6_RT,float64
NOLOAN_ENRL_2YR_TRANS_YR6_RT,float64
NOLOAN_UNKN_ORIG_YR6_RT,float64
NOLOAN_UNKN_4YR_TRANS_YR6_RT,float64
NOLOAN_UNKN_2YR_TRANS_YR6_RT,float64
FIRSTGEN_DEATH_YR6_RT,float64
FIRSTGEN_COMP_ORIG_YR6_RT,float64
FIRSTGEN_COMP_4YR_TRANS_YR6_RT,float64
FIRSTGEN_COMP_2YR_TRANS_YR6_RT,float64
FIRSTGEN_WDRAW_ORIG_YR6_RT,float64
FIRSTGEN_WDRAW_4YR_TRANS_YR6_RT,float64
FIRSTGEN_WDRAW_2YR_TRANS_YR6_RT,float64
FIRSTGEN_ENRL_ORIG_YR6_RT,float64
FIRSTGEN_ENRL_4YR_TRANS_YR6_RT,float64
FIRSTGEN_ENRL_2YR_TRANS_YR6_RT,float64
FIRSTGEN_UNKN_ORIG_YR6_RT,float64
FIRSTGEN_UNKN_4YR_TRANS_YR6_RT,float64
FIRSTGEN_UNKN_2YR_TRANS_YR6_RT,float64
NOT1STGEN_DEATH_YR6_RT,float64
NOT1STGEN_COMP_ORIG_YR6_RT,float64
NOT1STGEN_COMP_4YR_TRANS_YR6_RT,float64
NOT1STGEN_COMP_2YR_TRANS_YR6_RT,float64
NOT1STGEN_WDRAW_ORIG_YR6_RT,float64
NOT1STGEN_WDRAW_4YR_TRANS_YR6_RT,float64
NOT1STGEN_WDRAW_2YR_TRANS_YR6_RT,float64
NOT1STGEN_ENRL_ORIG_YR6_RT,float64
NOT1STGEN_ENRL_4YR_TRANS_YR6_RT,float64
NOT1STGEN_ENRL_2YR_TRANS_YR6_RT,float64
NOT1STGEN_UNKN_ORIG_YR6_RT,float64
NOT1STGEN_UNKN_4YR_TRANS_YR6_RT,float64
NOT1STGEN_UNKN_2YR_TRANS_YR6_RT,float64
DEATH_YR8_RT,float64
COMP_ORIG_YR8_RT,float64
COMP_4YR_TRANS_YR8_RT,float64
COMP_2YR_TRANS_YR8_RT,float64
WDRAW_ORIG_YR8_RT,float64
WDRAW_4YR_TRANS_YR8_RT,float64
WDRAW_2YR_TRANS_YR8_RT,float64
ENRL_ORIG_YR8_RT,float64
ENRL_4YR_TRANS_YR8_RT,float64
ENRL_2YR_TRANS_YR8_RT,float64
UNKN_ORIG_YR8_RT,float64
UNKN_4YR_TRANS_YR8_RT,float64
UNKN_2YR_TRANS_YR8_RT,float64
LO_INC_DEATH_YR8_RT,float64
LO_INC_COMP_ORIG_YR8_RT,float64
LO_INC_COMP_4YR_TRANS_YR8_RT,float64
LO_INC_COMP_2YR_TRANS_YR8_RT,float64
LO_INC_WDRAW_ORIG_YR8_RT,float64
LO_INC_WDRAW_4YR_TRANS_YR8_RT,float64
LO_INC_WDRAW_2YR_TRANS_YR8_RT,float64
LO_INC_ENRL_ORIG_YR8_RT,float64
LO_INC_ENRL_4YR_TRANS_YR8_RT,float64
LO_INC_ENRL_2YR_TRANS_YR8_RT,float64
LO_INC_UNKN_ORIG_YR8_RT,float64
LO_INC_UNKN_4YR_TRANS_YR8_RT,float64
LO_INC_UNKN_2YR_TRANS_YR8_RT,float64
MD_INC_DEATH_YR8_RT,float64
MD_INC_COMP_ORIG_YR8_RT,float64
MD_INC_COMP_4YR_TRANS_YR8_RT,float64
MD_INC_COMP_2YR_TRANS_YR8_RT,float64
MD_INC_WDRAW_ORIG_YR8_RT,float64
MD_INC_WDRAW_4YR_TRANS_YR8_RT,float64
MD_INC_WDRAW_2YR_TRANS_YR8_RT,float64
MD_INC_ENRL_ORIG_YR8_RT,float64
MD_INC_ENRL_4YR_TRANS_YR8_RT,float64
MD_INC_ENRL_2YR_TRANS_YR8_RT,float64
MD_INC_UNKN_ORIG_YR8_RT,float64
MD_INC_UNKN_4YR_TRANS_YR8_RT,float64
MD_INC_UNKN_2YR_TRANS_YR8_RT,float64
HI_INC_DEATH_YR8_RT,float64
HI_INC_COMP_ORIG_YR8_RT,float64
HI_INC_COMP_4YR_TRANS_YR8_RT,float64
HI_INC_COMP_2YR_TRANS_YR8_RT,float64
HI_INC_WDRAW_ORIG_YR8_RT,float64
HI_INC_WDRAW_4YR_TRANS_YR8_RT,float64
HI_INC_WDRAW_2YR_TRANS_YR8_RT,float64
HI_INC_ENRL_ORIG_YR8_RT,float64
HI_INC_ENRL_4YR_TRANS_YR8_RT,float64
HI_INC_ENRL_2YR_TRANS_YR8_RT,float64
HI_INC_UNKN_ORIG_YR8_RT,float64
HI_INC_UNKN_4YR_TRANS_YR8_RT,float64
HI_INC_UNKN_2YR_TRANS_YR8_RT,float64
DEP_DEATH_YR8_RT,float64
DEP_COMP_ORIG_YR8_RT,float64
DEP_COMP_4YR_TRANS_YR8_RT,float64
DEP_COMP_2YR_TRANS_YR8_RT,float64
DEP_WDRAW_ORIG_YR8_RT,float64
DEP_WDRAW_4YR_TRANS_YR8_RT,float64
DEP_WDRAW_2YR_TRANS_YR8_RT,float64
DEP_ENRL_ORIG_YR8_RT,float64
DEP_ENRL_4YR_TRANS_YR8_RT,float64
DEP_ENRL_2YR_TRANS_YR8_RT,float64
DEP_UNKN_ORIG_YR8_RT,float64
DEP_UNKN_4YR_TRANS_YR8_RT,float64
DEP_UNKN_2YR_TRANS_YR8_RT,float64
IND_DEATH_YR8_RT,float64
IND_COMP_ORIG_YR8_RT,float64
IND_COMP_4YR_TRANS_YR8_RT,float64
IND_COMP_2YR_TRANS_YR8_RT,float64
IND_WDRAW_ORIG_YR8_RT,float64
IND_WDRAW_4YR_TRANS_YR8_RT,float64
IND_WDRAW_2YR_TRANS_YR8_RT,float64
IND_ENRL_ORIG_YR8_RT,float64
IND_ENRL_4YR_TRANS_YR8_RT,float64
IND_ENRL_2YR_TRANS_YR8_RT,float64
IND_UNKN_ORIG_YR8_RT,float64
IND_UNKN_4YR_TRANS_YR8_RT,float64
IND_UNKN_2YR_TRANS_YR8_RT,float64
FEMALE_DEATH_YR8_RT,float64
FEMALE_COMP_ORIG_YR8_RT,float64
FEMALE_COMP_4YR_TRANS_YR8_RT,float64
FEMALE_COMP_2YR_TRANS_YR8_RT,float64
FEMALE_WDRAW_ORIG_YR8_RT,float64
FEMALE_WDRAW_4YR_TRANS_YR8_RT,float64
FEMALE_WDRAW_2YR_TRANS_YR8_RT,float64
FEMALE_ENRL_ORIG_YR8_RT,float64
FEMALE_ENRL_4YR_TRANS_YR8_RT,float64
FEMALE_ENRL_2YR_TRANS_YR8_RT,float64
FEMALE_UNKN_ORIG_YR8_RT,float64
FEMALE_UNKN_4YR_TRANS_YR8_RT,float64
FEMALE_UNKN_2YR_TRANS_YR8_RT,float64
MALE_DEATH_YR8_RT,float64
MALE_COMP_ORIG_YR8_RT,float64
MALE_COMP_4YR_TRANS_YR8_RT,float64
MALE_COMP_2YR_TRANS_YR8_RT,float64
MALE_WDRAW_ORIG_YR8_RT,float64
MALE_WDRAW_4YR_TRANS_YR8_RT,float64
MALE_WDRAW_2YR_TRANS_YR8_RT,float64
MALE_ENRL_ORIG_YR8_RT,float64
MALE_ENRL_4YR_TRANS_YR8_RT,float64
MALE_ENRL_2YR_TRANS_YR8_RT,float64
MALE_UNKN_ORIG_YR8_RT,float64
MALE_UNKN_4YR_TRANS_YR8_RT,float64
MALE_UNKN_2YR_TRANS_YR8_RT,float64
PELL_DEATH_YR8_RT,float64
PELL_COMP_ORIG_YR8_RT,float64
PELL_COMP_4YR_TRANS_YR8_RT,float64
PELL_COMP_2YR_TRANS_YR8_RT,float64
PELL_WDRAW_ORIG_YR8_RT,float64
PELL_WDRAW_4YR_TRANS_YR8_RT,float64
PELL_WDRAW_2YR_TRANS_YR8_RT,float64
PELL_ENRL_ORIG_YR8_RT,float64
PELL_ENRL_4YR_TRANS_YR8_RT,float64
PELL_ENRL_2YR_TRANS_YR8_RT,float64
PELL_UNKN_ORIG_YR8_RT,float64
PELL_UNKN_4YR_TRANS_YR8_RT,float64
PELL_UNKN_2YR_TRANS_YR8_RT,float64
NOPELL_DEATH_YR8_RT,float64
NOPELL_COMP_ORIG_YR8_RT,float64
NOPELL_COMP_4YR_TRANS_YR8_RT,float64
NOPELL_COMP_2YR_TRANS_YR8_RT,float64
NOPELL_WDRAW_ORIG_YR8_RT,float64
NOPELL_WDRAW_4YR_TRANS_YR8_RT,float64
NOPELL_WDRAW_2YR_TRANS_YR8_RT,float64
NOPELL_ENRL_ORIG_YR8_RT,float64
NOPELL_ENRL_4YR_TRANS_YR8_RT,float64
NOPELL_ENRL_2YR_TRANS_YR8_RT,float64
NOPELL_UNKN_ORIG_YR8_RT,float64
NOPELL_UNKN_4YR_TRANS_YR8_RT,float64
NOPELL_UNKN_2YR_TRANS_YR8_RT,float64
LOAN_DEATH_YR8_RT,float64
LOAN_COMP_ORIG_YR8_RT,float64
LOAN_COMP_4YR_TRANS_YR8_RT,float64
LOAN_COMP_2YR_TRANS_YR8_RT,float64
LOAN_WDRAW_ORIG_YR8_RT,float64
LOAN_WDRAW_4YR_TRANS_YR8_RT,float64
LOAN_WDRAW_2YR_TRANS_YR8_RT,float64
LOAN_ENRL_ORIG_YR8_RT,float64
LOAN_ENRL_4YR_TRANS_YR8_RT,float64
LOAN_ENRL_2YR_TRANS_YR8_RT,float64
LOAN_UNKN_ORIG_YR8_RT,float64
LOAN_UNKN_4YR_TRANS_YR8_RT,float64
LOAN_UNKN_2YR_TRANS_YR8_RT,float64
NOLOAN_DEATH_YR8_RT,float64
NOLOAN_COMP_ORIG_YR8_RT,float64
NOLOAN_COMP_4YR_TRANS_YR8_RT,float64
NOLOAN_COMP_2YR_TRANS_YR8_RT,float64
NOLOAN_WDRAW_ORIG_YR8_RT,float64
NOLOAN_WDRAW_4YR_TRANS_YR8_RT,float64
NOLOAN_WDRAW_2YR_TRANS_YR8_RT,float64
NOLOAN_ENRL_ORIG_YR8_RT,float64
NOLOAN_ENRL_4YR_TRANS_YR8_RT,float64
NOLOAN_ENRL_2YR_TRANS_YR8_RT,float64
NOLOAN_UNKN_ORIG_YR8_RT,float64
NOLOAN_UNKN_4YR_TRANS_YR8_RT,float64
NOLOAN_UNKN_2YR_TRANS_YR8_RT,float64
FIRSTGEN_DEATH_YR8_RT,float64
FIRSTGEN_COMP_ORIG_YR8_RT,float64
FIRSTGEN_COMP_4YR_TRANS_YR8_RT,float64
FIRSTGEN_COMP_2YR_TRANS_YR8_RT,float64
FIRSTGEN_WDRAW_ORIG_YR8_RT,float64
FIRSTGEN_WDRAW_4YR_TRANS_YR8_RT,float64
FIRSTGEN_WDRAW_2YR_TRANS_YR8_RT,float64
FIRSTGEN_ENRL_ORIG_YR8_RT,float64
FIRSTGEN_ENRL_4YR_TRANS_YR8_RT,float64
FIRSTGEN_ENRL_2YR_TRANS_YR8_RT,float64
FIRSTGEN_UNKN_ORIG_YR8_RT,float64
FIRSTGEN_UNKN_4YR_TRANS_YR8_RT,float64
FIRSTGEN_UNKN_2YR_TRANS_YR8_RT,float64
NOT1STGEN_DEATH_YR8_RT,float64
NOT1STGEN_COMP_ORIG_YR8_RT,float64
NOT1STGEN_COMP_4YR_TRANS_YR8_RT,float64
NOT1STGEN_COMP_2YR_TRANS_YR8_RT,float64
NOT1STGEN_WDRAW_ORIG_YR8_RT,float64
NOT1STGEN_WDRAW_4YR_TRANS_YR8_RT,float64
NOT1STGEN_WDRAW_2YR_TRANS_YR8_RT,float64
NOT1STGEN_ENRL_ORIG_YR8_RT,float64
NOT1STGEN_ENRL_4YR_TRANS_YR8_RT,float64
NOT1STGEN_ENRL_2YR_TRANS_YR8_RT,float64
NOT1STGEN_UNKN_ORIG_YR8_RT,float64
NOT1STGEN_UNKN_4YR_TRANS_YR8_RT,float64
NOT1STGEN_UNKN_2YR_TRANS_YR8_RT,float64
RPY_1YR_RT,float64
COMPL_RPY_1YR_RT,float64
NONCOM_RPY_1YR_RT,float64
LO_INC_RPY_1YR_RT,float64
MD_INC_RPY_1YR_RT,float64
HI_INC_RPY_1YR_RT,float64
DEP_RPY_1YR_RT,float64
IND_RPY_1YR_RT,float64
PELL_RPY_1YR_RT,float64
NOPELL_RPY_1YR_RT,float64
FEMALE_RPY_1YR_RT,float64
MALE_RPY_1YR_RT,float64
FIRSTGEN_RPY_1YR_RT,float64
NOTFIRSTGEN_RPY_1YR_RT,float64
RPY_3YR_RT,float64
COMPL_RPY_3YR_RT,float64
NONCOM_RPY_3YR_RT,float64
LO_INC_RPY_3YR_RT,float64
MD_INC_RPY_3YR_RT,float64
HI_INC_RPY_3YR_RT,float64
DEP_RPY_3YR_RT,float64
IND_RPY_3YR_RT,float64
PELL_RPY_3YR_RT,float64
NOPELL_RPY_3YR_RT,float64
FEMALE_RPY_3YR_RT,float64
MALE_RPY_3YR_RT,float64
FIRSTGEN_RPY_3YR_RT,float64
NOTFIRSTGEN_RPY_3YR_RT,float64
RPY_5YR_RT,float64
COMPL_RPY_5YR_RT,float64
NONCOM_RPY_5YR_RT,float64
LO_INC_RPY_5YR_RT,float64
MD_INC_RPY_5YR_RT,float64
HI_INC_RPY_5YR_RT,float64
DEP_RPY_5YR_RT,float64
IND_RPY_5YR_RT,float64
PELL_RPY_5YR_RT,float64
NOPELL_RPY_5YR_RT,float64
FEMALE_RPY_5YR_RT,float64
MALE_RPY_5YR_RT,float64
FIRSTGEN_RPY_5YR_RT,float64
NOTFIRSTGEN_RPY_5YR_RT,float64
RPY_7YR_RT,float64
COMPL_RPY_7YR_RT,float64
NONCOM_RPY_7YR_RT,float64
LO_INC_RPY_7YR_RT,float64
MD_INC_RPY_7YR_RT,float64
HI_INC_RPY_7YR_RT,float64
DEP_RPY_7YR_RT,float64
IND_RPY_7YR_RT,float64
PELL_RPY_7YR_RT,float64
NOPELL_RPY_7YR_RT,float64
FEMALE_RPY_7YR_RT,float64
MALE_RPY_7YR_RT,float64
